6 7 2 1 0 0 6 5 5 7 1 0 3 2 0 0 1 5 5 1 3 3 1 3 7 0 0 1 4 5 4 0 7 2 3 0.11863536387681961
5 1 1 6 3 1 7 3 6 7 5 7 0 6 5 4 1 0 5 7 2 0 2 7 6 7 7 5 4 2 7 3 0 4 4 0.06882220506668091
5 1 7 3 0 5 7 7 4 2 7 0 1 3 4 0 2 7 2 0 2 2 7 7 0 3 4 7 0 0 4 5 4 2 0 0.0744544193148613
7 4 6 6 4 6 0 1 7 1 1 1 1 7 3 0 4 7 7 3 3 0 4 2 7 0 4 3 5 0 1 3 2 4 4 0.016195600852370262
5 7 6 5 6 4 1 1 5 1 1 3 7 5 4 3 3 2 1 0 2 3 4 4 3 0 1 2 5 0 4 2 1 0 5 0.04314783960580826
5 2 0 1 4 4 4 0 6 0 1 0 0 6 2 7 1 2 2 3 3 2 2 6 5 4 3 1 5 1 4 4 4 7 6 0.16123776137828827
7 5 3 2 3 1 4 4 4 7 4 2 2 3 5 3 7 5 1 1 0 1 1 6 1 4 1 1 0 4 2 2 2 1 1 0.052897870540618896
1 1 2 5 4 0 2 1 7 7 4 6 4 4 5 6 4 0 4 0 1 6 5 0 4 2 2 0 2 3 1 2 3 0 4 0.056183427572250366
4 0 7 0 2 5 0 0 3 0 6 6 5 7 0 2 3 2 6 3 7 7 5 7 6 1 0 7 3 3 2 3 0 4 0 0.06219291687011719
7 0 6 6 3 2 0 0 3 3 4 4 5 3 4 4 2 4 1 1 5 1 0 6 0 0 0 2 0 1 3 0 1 3 7 0.08737616240978241
1 0 6 1 0 7 5 7 4 4 4 5 1 6 6 0 6 3 0 1 3 0 4 1 4 3 4 0 4 4 3 4 4 4 6 0.11332668364048004
0 4 4 4 0 0 4 4 3 4 4 6 7 1 4 4 6 1 1 2 3 2 7 1 0 2 6 1 0 1 2 3 0 3 5 0.06872565299272537
1 2 3 1 4 5 5 4 7 4 4 7 6 7 1 3 3 0 6 7 3 2 1 7 2 2 3 0 7 4 0 5 5 3 4 0.0575316958129406
6 4 6 5 5 4 4 0 6 4 4 1 6 3 6 4 3 3 0 5 5 0 0 6 1 2 1 0 4 3 4 2 4 4 4 0.12936298549175262
5 6 4 4 4 4 4 0 4 0 1 4 0 3 7 0 1 6 2 4 4 4 2 2 0 2 2 2 7 2 7 5 2 1 4 0.08108731359243393
5 7 4 3 5 4 5 0 3 2 5 1 1 0 6 1 2 3 0 0 3 7 0 3 3 6 4 4 4 0 4 3 2 6 4 0.07051398605108261
3 5 7 7 0 7 4 6 2 4 7 7 6 1 4 4 7 0 4 6 5 5 2 2 7 1 7 6 6 1 7 3 3 0 3 0.0639602467417717
